date,channelGrouping,userAgeBracket,userType,sessions,transactions
20190101,Referral - Other - Non Paid,45-54,New Visitor,11,0
20190101,Referral - Other - Non Paid,45-54,Returning Visitor,19,0
20190101,Referral - Other - Non Paid,55-64,Returning Visitor,15,1
20190101,Search - Branded - Paid,18-24,New Visitor,173,1
20190101,Search - Branded - Paid,18-24,Returning Visitor,187,3
20190101,Search - Branded - Paid,25-34,New Visitor,982,5
20190101,Search - Branded - Paid,25-34,Returning Visitor,1279,13
20190101,Search - Branded - Paid,35-44,New Visitor,1120,6
20190101,Search - Branded - Paid,35-44,Returning Visitor,1570,29
20190101,Search - Branded - Paid,45-54,New Visitor,698,7
