date,channelGrouping,userAgeBracket,userType,sessions,transactions
20190306,Social - DPA - Paid,35-44,New Visitor,71,0
20190306,Social - DPA - Paid,35-44,Returning Visitor,604,5
20190306,Social - DPA - Paid,45-54,New Visitor,44,0
20190306,Social - DPA - Paid,45-54,Returning Visitor,386,3
20190306,Social - DPA - Paid,55-64,New Visitor,27,1
20190306,Social - DPA - Paid,55-64,Returning Visitor,254,3
20190306,Social - DPA - Paid,65+,New Visitor,16,1
20190306,Social - DPA - Paid,65+,Returning Visitor,86,1
20190306,Social - Organic - Non Paid,18-24,New Visitor,12,0
20190306,Social - Organic - Non Paid,18-24,Returning Visitor,16,0
20190306,Social - Organic - Non Paid,25-34,New Visitor,69,0
20190306,Social - Organic - Non Paid,25-34,Returning Visitor,108,2
20190306,Social - Organic - Non Paid,35-44,New Visitor,110,0
20190306,Social - Organic - Non Paid,35-44,Returning Visitor,194,1
20190306,Social - Organic - Non Paid,45-54,New Visitor,90,0
20190306,Social - Organic - Non Paid,45-54,Returning Visitor,132,0
20190306,Social - Organic - Non Paid,55-64,New Visitor,78,0
20190306,Social - Organic - Non Paid,55-64,Returning Visitor,96,1
20190306,Social - Organic - Non Paid,65+,New Visitor,30,0
20190306,Social - Organic - Non Paid,65+,Returning Visitor,27,0
20190306,Social - Performance - Paid,18-24,New Visitor,22,0
20190306,Social - Performance - Paid,18-24,Returning Visitor,37,1
20190306,Social - Performance - Paid,25-34,New Visitor,203,0
20190306,Social - Performance - Paid,25-34,Returning Visitor,286,0
20190306,Social - Performance - Paid,35-44,New Visitor,482,1
20190306,Social - Performance - Paid,35-44,Returning Visitor,591,2
20190306,Social - Performance - Paid,45-54,New Visitor,303,1
20190306,Social - Performance - Paid,45-54,Returning Visitor,399,0
20190306,Social - Performance - Paid,55-64,New Visitor,213,0
20190306,Social - Performance - Paid,55-64,Returning Visitor,194,1
20190306,Social - Performance - Paid,65+,New Visitor,50,0
20190306,Social - Performance - Paid,65+,Returning Visitor,36,0
20190307,(Other),25-34,New Visitor,17,0
20190307,(Other),25-34,Returning Visitor,43,0
20190307,(Other),35-44,New Visitor,8,0
20190307,(Other),35-44,Returning Visitor,41,0
20190307,(Other),45-54,New Visitor,11,0
20190307,(Other),45-54,Returning Visitor,44,1
20190307,(Other),55-64,Returning Visitor,17,0
20190307,Direct - Non Paid,18-24,New Visitor,53,0
20190307,Direct - Non Paid,18-24,Returning Visitor,120,0
20190307,Direct - Non Paid,25-34,New Visitor,241,3
20190307,Direct - Non Paid,25-34,Returning Visitor,608,4
20190307,Direct - Non Paid,35-44,New Visitor,290,4
20190307,Direct - Non Paid,35-44,Returning Visitor,824,11
20190307,Direct - Non Paid,45-54,New Visitor,198,0
20190307,Direct - Non Paid,45-54,Returning Visitor,580,5
20190307,Direct - Non Paid,55-64,New Visitor,119,0
20190307,Direct - Non Paid,55-64,Returning Visitor,385,2
20190307,Direct - Non Paid,65+,New Visitor,76,2
20190307,Direct - Non Paid,65+,Returning Visitor,187,0
20190307,Email - Newsletter Franquicias - Non Paid,25-34,New Visitor,52,0
20190307,Email - Newsletter Franquicias - Non Paid,25-34,Returning Visitor,89,0
20190307,Email - Newsletter Franquicias - Non Paid,35-44,New Visitor,76,0
20190307,Email - Newsletter Franquicias - Non Paid,35-44,Returning Visitor,114,0
20190307,Email - Newsletter Franquicias - Non Paid,45-54,New Visitor,60,0
20190307,Email - Newsletter Franquicias - Non Paid,45-54,Returning Visitor,108,0
20190307,Email - Newsletter Franquicias - Non Paid,55-64,New Visitor,39,0
20190307,Email - Newsletter Franquicias - Non Paid,55-64,Returning Visitor,88,0
20190307,Email - Newsletter Franquicias - Non Paid,65+,New Visitor,13,0
20190307,Email - Newsletter Franquicias - Non Paid,65+,Returning Visitor,41,0
20190307,Email - Newsletter Offline - Non Paid,18-24,New Visitor,55,0
20190307,Email - Newsletter Offline - Non Paid,18-24,Returning Visitor,272,1
20190307,Email - Newsletter Offline - Non Paid,25-34,New Visitor,309,0
20190307,Email - Newsletter Offline - Non Paid,25-34,Returning Visitor,1689,10
20190307,Email - Newsletter Offline - Non Paid,35-44,New Visitor,422,1
20190307,Email - Newsletter Offline - Non Paid,35-44,Returning Visitor,2596,15
20190307,Email - Newsletter Offline - Non Paid,45-54,New Visitor,393,0
20190307,Email - Newsletter Offline - Non Paid,45-54,Returning Visitor,2801,11
20190307,Email - Newsletter Offline - Non Paid,55-64,New Visitor,354,0
20190307,Email - Newsletter Offline - Non Paid,55-64,Returning Visitor,2631,7
20190307,Email - Newsletter Offline - Non Paid,65+,New Visitor,241,0
20190307,Email - Newsletter Offline - Non Paid,65+,Returning Visitor,1793,2
20190307,Email - Newsletter Online - Non Paid,18-24,New Visitor,27,1
20190307,Email - Newsletter Online - Non Paid,18-24,Returning Visitor,141,5
20190307,Email - Newsletter Online - Non Paid,25-34,New Visitor,130,1
20190307,Email - Newsletter Online - Non Paid,25-34,Returning Visitor,973,10
20190307,Email - Newsletter Online - Non Paid,35-44,New Visitor,228,1
20190307,Email - Newsletter Online - Non Paid,35-44,Returning Visitor,1607,15
20190307,Email - Newsletter Online - Non Paid,45-54,New Visitor,167,0
20190307,Email - Newsletter Online - Non Paid,45-54,Returning Visitor,1539,17
20190307,Email - Newsletter Online - Non Paid,55-64,New Visitor,137,0
20190307,Email - Newsletter Online - Non Paid,55-64,Returning Visitor,1179,9
20190307,Email - Newsletter Online - Non Paid,65+,New Visitor,67,0
20190307,Email - Newsletter Online - Non Paid,65+,Returning Visitor,596,6
20190307,Email - Newsletter Outlet - Non Paid,18-24,New Visitor,13,0
20190307,Email - Newsletter Outlet - Non Paid,18-24,Returning Visitor,36,0
20190307,Email - Newsletter Outlet - Non Paid,25-34,New Visitor,102,0
20190307,Email - Newsletter Outlet - Non Paid,25-34,Returning Visitor,364,1
20190307,Email - Newsletter Outlet - Non Paid,35-44,New Visitor,125,0
20190307,Email - Newsletter Outlet - Non Paid,35-44,Returning Visitor,602,2
20190307,Email - Newsletter Outlet - Non Paid,45-54,New Visitor,103,0
20190307,Email - Newsletter Outlet - Non Paid,45-54,Returning Visitor,544,1
20190307,Email - Newsletter Outlet - Non Paid,55-64,New Visitor,98,1
20190307,Email - Newsletter Outlet - Non Paid,55-64,Returning Visitor,363,1
20190307,Email - Newsletter Outlet - Non Paid,65+,New Visitor,49,0
20190307,Email - Newsletter Outlet - Non Paid,65+,Returning Visitor,199,1
20190307,Email - Triggered - Non Paid,35-44,Returning Visitor,17,4
20190307,Referral - Affiliates - Paid,18-24,New Visitor,33,0
20190307,Referral - Affiliates - Paid,18-24,Returning Visitor,46,1
20190307,Referral - Affiliates - Paid,25-34,New Visitor,159,0
20190307,Referral - Affiliates - Paid,25-34,Returning Visitor,243,4
20190307,Referral - Affiliates - Paid,35-44,New Visitor,222,0
20190307,Referral - Affiliates - Paid,35-44,Returning Visitor,377,7
20190307,Referral - Affiliates - Paid,45-54,New Visitor,248,0
20190307,Referral - Affiliates - Paid,45-54,Returning Visitor,369,1
20190307,Referral - Affiliates - Paid,55-64,New Visitor,234,1
20190307,Referral - Affiliates - Paid,55-64,Returning Visitor,312,1
20190307,Referral - Affiliates - Paid,65+,New Visitor,254,1
20190307,Referral - Affiliates - Paid,65+,Returning Visitor,226,4
20190307,Referral - Other - Non Paid,18-24,New Visitor,12,0
20190307,Referral - Other - Non Paid,25-34,New Visitor,25,0
20190307,Referral - Other - Non Paid,25-34,Returning Visitor,16,1
20190307,Referral - Other - Non Paid,35-44,New Visitor,22,0
20190307,Referral - Other - Non Paid,35-44,Returning Visitor,15,1
20190307,Referral - Other - Non Paid,45-54,New Visitor,12,1
20190307,Referral - Other - Non Paid,55-64,New Visitor,15,1
20190307,Referral - Other - Non Paid,55-64,Returning Visitor,13,0
20190307,Search - Branded - Paid,18-24,New Visitor,163,0
20190307,Search - Branded - Paid,18-24,Returning Visitor,170,2
20190307,Search - Branded - Paid,25-34,New Visitor,795,8
20190307,Search - Branded - Paid,25-34,Returning Visitor,1068,19
20190307,Search - Branded - Paid,35-44,New Visitor,767,4
20190307,Search - Branded - Paid,35-44,Returning Visitor,1522,25
20190307,Search - Branded - Paid,45-54,New Visitor,501,4
20190307,Search - Branded - Paid,45-54,Returning Visitor,1002,17
20190307,Search - Branded - Paid,55-64,New Visitor,350,2
20190307,Search - Branded - Paid,55-64,Returning Visitor,645,5
20190307,Search - Branded - Paid,65+,New Visitor,159,2
20190307,Search - Branded - Paid,65+,Returning Visitor,270,1
20190307,Search - SEO - Non Paid,18-24,New Visitor,279,0
20190307,Search - SEO - Non Paid,18-24,Returning Visitor,243,0
20190307,Search - SEO - Non Paid,25-34,New Visitor,1124,3
20190307,Search - SEO - Non Paid,25-34,Returning Visitor,1228,16
20190307,Search - SEO - Non Paid,35-44,New Visitor,1022,3
20190307,Search - SEO - Non Paid,35-44,Returning Visitor,1462,13
20190307,Search - SEO - Non Paid,45-54,New Visitor,609,5
20190307,Search - SEO - Non Paid,45-54,Returning Visitor,887,15
20190307,Search - SEO - Non Paid,55-64,New Visitor,425,1
20190307,Search - SEO - Non Paid,55-64,Returning Visitor,542,8
20190307,Search - SEO - Non Paid,65+,New Visitor,212,1
20190307,Search - SEO - Non Paid,65+,Returning Visitor,257,6
20190307,Search - Shopping - Paid,18-24,New Visitor,16,0
20190307,Search - Shopping - Paid,18-24,Returning Visitor,60,0
20190307,Search - Shopping - Paid,25-34,New Visitor,82,1
20190307,Search - Shopping - Paid,25-34,Returning Visitor,257,0
20190307,Search - Shopping - Paid,35-44,New Visitor,116,0
20190307,Search - Shopping - Paid,35-44,Returning Visitor,484,3
20190307,Search - Shopping - Paid,45-54,New Visitor,65,0
20190307,Search - Shopping - Paid,45-54,Returning Visitor,412,1
20190307,Search - Shopping - Paid,55-64,New Visitor,54,0
20190307,Search - Shopping - Paid,55-64,Returning Visitor,394,1
20190307,Search - Shopping - Paid,65+,New Visitor,30,0
20190307,Search - Shopping - Paid,65+,Returning Visitor,198,3
20190307,Social - Brand - Paid,18-24,New Visitor,87,0
20190307,Social - Brand - Paid,18-24,Returning Visitor,22,0
